dispute_id,true_category,expected_outcome,action,action_reason,outcome,final_score,suspicion_score,verdict
D-000262,CR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.62,0.0,correct
D-000263,SP-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.1,0.0,correct
D-000264,BA-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.245,0.0,deferred
D-000265,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-000266,NR-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.24,0.6,deferred
D-000267,SP-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,-0.095,0.6,deferred
D-000268,CR-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.071,0.55,correct
D-000269,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-000270,AR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.03,0.0,correct
D-000271,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-000272,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-000273,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000274,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,correct
D-000275,SP-07,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.15,0.0,deferred
D-000276,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-000277,AR-01,escalate,auto_approve,compliance_override,favor_cardholder,-0.053,0.7,correct
D-000278,BA-08,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.13,0.6,correct
D-000279,CR-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.117,0.7,deferred
D-000280,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.449,0.0,correct
D-000281,NR-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.58,0.6,deferred
D-000282,BA-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-000283,BA-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-000284,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-000285,QD-06,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.562,0.0,correct
D-000286,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-000287,NR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-000288,BA-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.347,0.0,correct
D-000289,NR-04,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.62,0.0,correct
D-000290,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.6,correct
D-000291,NR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.387,0.0,correct
D-000292,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-000293,CR-04,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.117,0.65,deferred
D-000294,BA-08,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.08,0.0,correct
D-000295,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,deferred
D-000296,BA-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-000297,AR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.03,0.0,correct
D-000298,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-000299,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-000300,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.213,0.667,correct
D-000301,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000302,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-000303,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.065,0.0,deferred
D-000304,NR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.387,0.0,correct
D-000305,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-000306,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-000307,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-000308,CR-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.195,0.7,correct
D-000309,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000310,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000311,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-000312,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-000313,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-000314,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-000315,BA-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000316,AR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.053,0.0,correct
D-000317,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.081,0.0,deferred
D-000318,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-000319,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-000320,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.132,0.0,deferred
D-000321,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-000322,BA-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.028,0.0,correct
D-000323,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000324,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.484,0.0,correct
D-000325,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-000326,CR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-000327,CR-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.195,0.0,correct
D-000328,NR-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.55,correct
D-000329,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.332,0.0,correct
D-000330,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-000331,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
D-000332,BA-08,escalate,auto_approve,compliance_override,favor_cardholder,-0.08,0.0,correct
D-000333,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000334,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-000335,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.031,0.0,deferred
D-000336,SP-07,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.188,0.0,deferred
D-000337,QD-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.089,0.0,correct
D-000338,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-000339,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000340,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.424,0.0,correct
D-000341,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-000342,BA-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.72,0.0,correct
D-000343,CR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.205,0.6,correct
D-000344,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000345,NR-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.62,0.0,correct
D-000346,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000347,QD-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.046,0.6,deferred
D-000348,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.055,0.0,correct
D-000349,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.567,0.0,correct
D-000350,SP-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.06,0.0,deferred
D-000351,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-000352,BA-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,correct
D-000353,BA-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-000354,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.045,0.0,deferred
D-000355,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-000356,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-000357,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-000358,NR-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.135,0.6,correct
D-000359,QD-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-000360,BA-08,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-000361,QD-06,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.208,0.0,correct
D-000362,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.055,0.0,correct
D-000363,BA-08,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.065,0.6,correct
D-000364,CR-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.62,0.0,correct
D-000365,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-000366,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.567,0.6,deferred
D-000367,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.431,0.0,correct
D-000368,AR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,correct
D-000369,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.176,0.0,correct
D-000370,BA-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,correct
D-000371,QD-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.054,0.8,deferred
D-000372,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000373,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.602,0.0,correct
D-000374,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-000375,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.114,0.0,deferred
D-000376,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-000377,BA-06,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.053,0.6,correct
D-000378,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-000379,QD-06,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.158,0.0,correct
D-000380,CR-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.5,0.0,correct
D-000381,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-000382,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-000383,BA-07,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-000384,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-000385,NR-01,escalate,auto_approve,compliance_override,favor_cardholder,-0.055,0.0,correct
D-000386,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.103,0.0,deferred
D-000387,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.024,0.0,deferred
D-000388,BA-07,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-000389,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-000390,AR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.03,0.8,correct
D-000391,AR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.087,0.0,deferred
D-000392,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000393,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000394,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.205,0.0,correct
D-000395,SP-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.085,0.0,deferred
D-000396,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.205,0.0,correct
D-000397,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-000398,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-000399,SP-08,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.6,0.0,correct
D-000400,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-000401,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-000402,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.065,0.0,deferred
D-000403,NR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,correct
D-000404,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-000405,AR-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.09,0.0,deferred
D-000406,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-000407,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.065,0.0,deferred
D-000408,CR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-000409,CR-06,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.19,0.7,deferred
D-000410,QD-02,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,0.134,0.7,deferred
D-000411,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-000412,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-000413,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-000414,CR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.075,0.0,correct
D-000415,BA-03,escalate,auto_approve,compliance_override,favor_cardholder,-0.11,0.0,correct
D-000416,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-000417,NR-03,favor_merchant,auto_approve,compliance_override,favor_cardholder,0.38,0.0,correct
D-000418,BA-07,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.6,0.6,correct
D-000419,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-000420,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.371,0.0,deferred
D-000421,BA-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.028,0.625,correct
D-000422,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
